IČO;Název;Okres
00284491;Obec Spytihněv;Zlín
47922541;Obec Srbce;Prostějov
00244449;Obec Srbeč;Rakovník
00266591;Obec Srbice;Teplice
00253731;Obec Srbice;Domažlice
00831387;Obec Srbská Kamenice;Děčín
00233803;Obec Srbsko;Beroun
00574236;Obec Srby;Plzeň - jih
00477648;Obec Srby;Domažlice
00274283;Obec Srch;Pardubice
00256081;Obec Srní;Klatovy
00475777;Obec Srnín;Český Krumlov
00191159;Obec Srnojedy;Pardubice
00245445;Obec Srubec;České Budějovice
00279544;Obec Sruby;Ústí nad Orlicí
00250678;Obec Stachy;Prachatice
00543764;Obec Stáj;Jihlava
00637572;Obec Stálky;Znojmo
00666530;Obec Staňkov;Jindřichův Hradec
00556432;Obec Staňkovice;Louny
00236446;Obec Staňkovice;Kutná Hora
44224869;Obec Staňkovice;Litoměřice
00578207;Obec Stanovice;Trutnov
00254975;Obec Stanovice;Karlovy Vary
00488330;Obec Stanoviště;Brno - venkov
00303356;Obec Stará Červená Voda;Jeseník
00243329;Obec Stará Huť;Příbram
00239798;Obec Stará Lysá;Nymburk
00272132;Obec Stará Paka;Jičín
00575950;Obec Stará Ves;Bruntál
00636584;Obec Stará Ves;Přerov
00297232;Obec Stará Ves nad Ondřejnicí;Ostrava - město
00572748;Obec Stará Voda;Cheb
00269590;Obec Stará Voda;Hradec Králové
00511234;Obec Staré Bříště;Pelhřimov
00278262;Obec Staré Buky;Trutnov
00297241;Obec Staré Hamry;Frýdek - Místek
00576077;Obec Staré Heřminovy;Bruntál
00247481;Obec Staré Hobzí;Jindřichův Hradec
00245453;Obec Staré Hodějovice;České Budějovice
00274305;Obec Staré Hradiště;Pardubice
47478179;Obec Staré Hrady;Jičín
00362476;Obec Staré Hutě;Uherské Hradiště
00274313;Obec Staré Jesenčany;Pardubice
00261653;Obec Staré Křečany;Děčín
00576051;Obec Staré Město;Bruntál
00576948;Obec Staré Město;Frýdek - Místek
00277380;Obec Staré Město;Svitavy
00578584;Obec Staré Místo;Jičín
00260142;Obec Staré Sedliště;Tachov
00259608;Obec Staré Sedlo;Sokolov
00260151;Obec Staré Sedlo;Tachov
00035513;Obec Staré Smrkovice;Jičín
00635529;Obec Staré Těchanovice;Opava
00274321;Obec Staré Ždánice;Pardubice
00640417;Obec Starkoč;Kutná Hora
00662976;Obec Starosedlský Hrádek;Příbram
00283584;Obec Starovice;Břeclav
00283592;Obec Starovičky;Břeclav
00653420;Obec Starý Bydžov;Hradec Králové
00291331;Obec Starý Hrozenkov;Uherské Hradiště
00298425;Obec Starý Jičín;Nový Jičín
00235741;Obec Starý Kolín;Kolín
00274330;Obec Starý Mateřov;Pardubice
00293512;Obec Starý Petřín;Znojmo
00285293;Obec Starý Poddvorov;Hodonín
00555894;Obec Starý Šachov;Děčín
00640590;Obec Starý Vestec;Nymburk
00288802;Obec Stařechovice;Prostějov
00576956;Obec Staříč;Frýdek - Místek
00277401;Obec Stašov;Svitavy
00233811;Obec Stašov;Beroun
00241679;Obec Statenice;Praha - západ
00853135;Obec Stavenice;Šumperk
00544680;Obec Stavěšice;Hodonín
00580619;Obec Stéblová;Pardubice
00832154;Obec Stebno;Ústí nad Labem
00300691;Obec Stěbořice;Opava
00234915;Obec Stehelčeves;Kladno
00582051;Obec Stehlovice;Písek
00269611;Obec Stěžery;Hradec Králové
62858297;Obec Stínava;Prostějov
00583545;Obec Stojčín;Pelhřimov
00274356;Obec Stojice;Pardubice
00654752;Obec Stolany;Chrudim
00297658;Obec Stonava;Karviná
00637581;Obec Stošíkovice na Louce;Znojmo
00250686;Obec Stožec;Prachatice
48222623;Obec Stožice;Strakonice
00269638;Obec Stračov;Hradec Králové
00875503;Obec Stradonice;Kladno
00270962;Obec Stradouň;Ústí nad Orlicí
00534668;Obec Strahovice;Opava
47367407;Obec Strachoňovice;Jihlava
00293521;Obec Strachotice;Znojmo
00283606;Obec Strachotín;Břeclav
00599859;Obec Strachujov;Žďár nad Sázavou
00277410;Obec Strakov;Svitavy
00239810;Obec Straky;Nymburk
00240788;Obec Strančice;Praha - východ
00599841;Obec Stránecká Zhoř;Žďár nad Sázavou
00291340;Obec Strání;Uherské Hradiště
00662216;Obec Stránka;Mělník
00875805;Obec Stranný;Benešov
00259098;Obec Strašice;Rokycany
00251828;Obec Strašice;Strakonice
00256099;Obec Strašín;Klatovy
00264431;Obec Straškov-Vodochody;Litoměřice
00238678;Obec Strašnov;Mladá Boleslav
00274364;Obec Strašov;Pardubice
00239828;Obec Stratov;Nymburk
00253774;Obec Stráž;Domažlice
00288829;Obec Stražisko;Prostějov
00509159;Obec Strážiště;Mladá Boleslav
00245461;Obec Strážkovice;České Budějovice
00279552;Obec Strážná;Ústí nad Orlicí
00671916;Obec Stráž nad Nisou;Liberec
00255009;Obec Stráž nad Ohří;Karlovy Vary
00580180;Obec Strážné;Trutnov
00285323;Obec Strážovice;Hodonín
00238686;Obec Strenice;Mladá Boleslav
00636673;Obec Strhaře;Brno - venkov
00875791;Obec Strojetice;Benešov
44065507;Obec Stropešín;Třebíč
00240800;Obec Struhařov;Praha - východ
00232751;Obec Struhařov;Benešov
00635634;Obec Strukov;Olomouc
00667854;Obec Strunkovice nad Volyňkou;Strakonice
00262145;Obec Strupčice;Chomutov
00276154;Obec Stružinec;Semily
00255017;Obec Stružná;Karlovy Vary
00260975;Obec Stružnice;Česká Lípa
00581887;Obec Strýčice;České Budějovice
00241695;Obec Středokluky;Praha - západ
00637025;Obec Střelice;Znojmo
00574091;Obec Střelice;Plzeň - jih
00282618;Obec Střelice;Brno - venkov
00304310;Obec Střelná;Vsetín
00251844;Obec Střelské Hoštice;Strakonice
00270971;Obec Střemošice;Chrudim
00237213;Obec Střemy;Mělník
47997265;Obec Střeň;Olomouc
00272175;Obec Střevač;Jičín
00269646;Obec Střezetice;Hradec Králové
00232777;Obec Střezimíř;Benešov
00259616;Obec Stříbrná;Sokolov
00235750;Obec Stříbrná Skalice;Praha - východ
00580112;Obec Stříbrné Hory;Havlíčkův Brod
00542229;Obec Stříbrnice;Uherské Hradiště
00636592;Obec Stříbrnice;Přerov
00247529;Obec Stříbřec;Jindřichův Hradec
00287776;Obec Střílky;Kroměříž
00286672;Obec Střítež;Jihlava
60418559;Obec Střítež;Třebíč
00511510;Obec Střítež;Pelhřimov
00599867;Obec Střítež;Žďár nad Sázavou
00576913;Obec Střítež;Frýdek - Místek
00583774;Obec Střítež;Český Krumlov
00635839;Obec Střítež nad Bečvou;Vsetín
00302023;Obec Střítež nad Ludinou;Přerov
00583553;Obec Střítež pod Křemešníkem;Pelhřimov
00581895;Obec Střížov;České Budějovice
00287784;Obec Střížovice;Kroměříž
00257273;Obec Střížovice;Plzeň - jih
00512737;Obec Střížovice;Jindřichův Hradec
00573744;Obec Studánka;Tachov
49744780;Obec Studená;Plzeň - sever
00247545;Obec Studená;Jindřichův Hradec
00279561;Obec Studené;Ústí nad Orlicí
00276162;Obec Studenec;Semily
00290513;Obec Studenec;Třebíč
48706213;Obec Studeněves;Kladno
00232785;Obec Studený;Benešov
00270989;Obec Studnice;Chrudim
00292338;Obec Studnice;Vyškov
00378631;Obec Studnice;Třebíč
00273082;Obec Studnice;Náchod
00362484;Obec Stupava;Uherské Hradiště
00524751;Obec Stvolínky;Česká Lípa
00532185;Obec Stvolová;Blansko
00640271;Obec Sudějov;Kutná Hora
00300713;Obec Sudice;Opava
00378691;Obec Sudice;Třebíč
00841820;Obec Sudice;Blansko
00279579;Obec Sudislav nad Orlicí;Ústí nad Orlicí
00303411;Obec Sudkov;Šumperk
00509175;Obec Sudoměř;Mladá Boleslav
00285331;Obec Sudoměřice;Hodonín
00252964;Obec Sudoměřice u Bechyně;Tábor
00667170;Obec Sudoměřice u Tábora;Tábor
00509213;Obec Sudovo Hlavno;Praha - východ
00279587;Obec Sudslava;Ústí nad Orlicí
00373923;Obec Suchá;Jihlava
00277436;Obec Suchá Lhota;Svitavy
00291374;Obec Suchá Loz;Uherské Hradiště
00288837;Obec Suchdol;Prostějov
00243361;Obec Suchodol;Příbram
67024645;Obec Suchohrdly;Znojmo
00637599;Obec Suchohrdly u Miroslavi;Znojmo
00233838;Obec Suchomasty;Beroun
44936362;Obec Suchonice;Olomouc
00285340;Obec Suchov;Hodonín
00580775;Obec Suchovršice;Trutnov
00281000;Obec Suchý;Blansko
00653683;Obec Suchý Důl;Náchod
00578592;Obec Sukorady;Jičín
00508969;Obec Sukorady;Mladá Boleslav
00554839;Obec Sulejovice;Litoměřice
00240818;Obec Sulice;Praha - východ
00281018;Obec Sulíkov;Blansko
00287792;Obec Sulimov;Kroměříž
00868965;Obec Sulislav;Tachov
00489476;Obec Sulkovec;Žďár nad Sázavou
00303429;Obec Supíkovice;Jeseník
00542261;Obec Sušice;Uherské Hradiště
00636606;Obec Sušice;Přerov
00875481;Obec Svárov;Kladno
00542237;Obec Svárov;Uherské Hradiště
00233846;Obec Svatá;Beroun
00250716;Obec Svatá Maří;Prachatice
00662984;Obec Svaté Pole;Příbram
00285358;Obec Svatobořice-Mistřín;Hodonín
00578606;Obec Svatojanský Újezd;Jičín
00849979;Obec Svatoňovice;Opava
00290548;Obec Svatoslav;Třebíč
00282626;Obec Svatoslav;Brno - venkov
00243388;Obec Svatý Jan;Příbram
00245488;Obec Svatý Jan nad Malší;České Budějovice
00509825;Obec Svatý Jan pod Skalou;Beroun
00279285;Obec Svatý Jiří;Ústí nad Orlicí
00236225;Obec Svatý Mikuláš;Kutná Hora
00303437;Obec Svébohov;Šumperk
00639672;Obec Svémyslice;Praha - východ
00515825;Obec Svépravice;Pelhřimov
00573337;Obec Svéradice;Klatovy
00576271;Obec Svésedlice;Olomouc
00666921;Obec Světce;Jindřichův Hradec
00266612;Obec Světec;Teplice
00653462;Obec Světí;Hradec Králové
00240826;Obec Světice;Praha - východ
00841846;Obec Světlá;Blansko
00296392;Obec Světlá Hora;Bruntál
00263192;Obec Světlá pod Ještědem;Liberec
00246166;Obec Světlík;Český Krumlov
00545031;Obec Světnov;Žďár nad Sázavou
00846872;Obec Sviadnov;Frýdek - Místek
00579203;Obec Svídnice;Rychnov nad Kněžnou
00270997;Obec Svídnice;Chrudim
00671894;Obec Svijanský Újezd;Liberec
00671908;Obec Svijany;Liberec
00233862;Obec Svinaře;Beroun
00234966;Obec Svinařov;Kladno
00580481;Obec Svinčany;Pardubice
00637700;Obec Svinošice;Blansko
00667188;Obec Sviny;Tábor
00599875;Obec Sviny;Žďár nad Sázavou
00296384;Obec Svobodné Heřmanice;Bruntál
00276171;Obec Svojek;Semily
00240834;Obec Svojetice;Praha - východ
00244465;Obec Svojetín;Rakovník
00831689;Obec Svojkov;Česká Lípa
00573892;Obec Svojkovice;Rokycany
00373931;Obec Svojkovice;Jihlava
00274381;Obec Svojšice;Pardubice
00235768;Obec Svojšice;Kolín
00662992;Obec Svojšice;Příbram
00260215;Obec Svojšín;Tachov
00261009;Obec Svor;Česká Lípa
00667196;Obec Svrabov;Tábor
00271004;Obec Svratouch;Chrudim
00640743;Obec Svrkyně;Praha - západ
00263222;Obec Sychrov;Liberec
00244473;Obec Sýkořice;Rakovník
00532193;Obec Synalov;Brno - venkov
00579289;Obec Synkov-Slemeno;Rychnov nad Kněžnou
00511501;Obec Syrov;Pelhřimov
00269671;Obec Syrovátka;Hradec Králové
00282634;Obec Syrovice;Brno - venkov
00488500;Obec Syrovín;Hodonín
00276189;Obec Syřenov;Semily
70886814;Obec Sytno;Tachov
00573159;Obec Šabina;Sokolov
00637033;Obec Šafov;Znojmo
00283614;Obec Šakvice;Břeclav
46276068;Obec Šanov;Zlín
00293571;Obec Šanov;Znojmo
00244481;Obec Šanov;Rakovník
00269689;Obec Šaplava;Hradec Králové
00292346;Obec Šaratice;Vyškov
00285374;Obec Šardice;Hodonín
00578614;Obec Šárovcova Lhota;Jičín
00837296;Obec Šarovy;Zlín
00640051;Obec Šebestěnice;Kutná Hora
00281069;Obec Šebetov;Blansko
00253006;Obec Šebířov;Tábor
00290556;Obec Šebkovice;Třebíč
00281077;Obec Šebrov - Kateřina;Blansko
00279617;Obec Šedivec;Ústí nad Orlicí
70890587;Obec Šelešovice;Kroměříž
00255033;Obec Šemnice;Karlovy Vary
60798432;Obec Šenov u Nového Jičína;Nový Jičín
00375276;Obec Šerkovice;Brno - venkov
00240851;Obec Šestajovice;Praha - východ
00529991;Obec Šestajovice;Náchod
00473464;Obec Šetějovice;Benešov
00300730;Obec Šilheřovice;Opava
00373940;Obec Šimanov;Jihlava
00671886;Obec Šimonovice;Liberec
00259632;Obec Šindelová;Sokolov
00639991;Obec Šípy;Rakovník
00296406;Obec Široká Niva;Bruntál
00277461;Obec Široký Důl;Svitavy
00636614;Obec Šišma;Přerov
00283622;Obec Šitbořice;Břeclav
00295540;Obec Škrdlovice;Žďár nad Sázavou
00251879;Obec Škvořetice;Strakonice
00234974;Obec Šlapanice;Kladno
00268348;Obec Šlapanov;Havlíčkův Brod
00853097;Obec Šléglov;Šumperk
00273112;Obec Šonov;Náchod
00636690;Obec Šošůvka;Blansko
00850705;Obec Špičky;Přerov
00635448;Obec Štáblovice;Opava
00257290;Obec Šťáhlavy;Plzeň - město
00635685;Obec Štarnov;Olomouc
00255041;Obec Štědrá;Karlovy Vary
00542890;Obec Štěchov;Blansko
00667862;Obec Štěchovice;Strakonice
00378704;Obec Štěměchy;Třebíč
00257303;Obec Štěnovice;Plzeň - jih
00574040;Obec Štěnovický Borek;Plzeň - město
00300756;Obec Štěpánkovice;Opava
00365548;Obec Štěpánovice;Brno - venkov
00245518;Obec Štěpánovice;České Budějovice
00378712;Obec Štěpkov;Třebíč
00243400;Obec Štětkovice;Příbram
00639745;Obec Štíhlice;Praha - východ
00572373;Obec Štichov;Plzeň - jih
18246079;Obec Štichovice;Plzeň - sever
00640409;Obec Štipoklasy;Kutná Hora
00300764;Obec Štítina;Opava
00284556;Obec Štítná nad Vláří-Popov;Zlín
18243657;Obec Štítov;Rokycany
00304336;Obec Študlov;Zlín
00277479;Obec Študlov;Svitavy
00288845;Obec Šubířov;Prostějov
00250732;Obec Šumavské Hoštice;Prachatice
00637602;Obec Šumice;Brno - venkov
00291404;Obec Šumice;Uherské Hradiště
00293610;Obec Šumná;Znojmo
00299537;Obec Šumvald;Olomouc
47367105;Obec Švábov;Jihlava
00640000;Obec Švihov;Rakovník
00233871;Obec Tachlovice;Praha - západ
49864009;Obec Tachov;Česká Lípa
00250163;Obec Tálín;Písek
00488879;Obec Tasov;Hodonín
00290581;Obec Tasov;Žďár nad Sázavou
00637611;Obec Tasovice;Znojmo
00637319;Obec Tasovice;Blansko
00556904;Obec Tašov;Ústí nad Labem
00239844;Obec Tatce;Kolín
00279625;Obec Tatenice;Ústí nad Orlicí
18246087;Obec Tatiná;Plzeň - sever
00276197;Obec Tatobity;Semily
00573124;Obec Tatrovice;Sokolov
00293636;Obec Tavíkovice;Znojmo
00568741;Obec Tečovice;Zlín
00508501;Obec Tehov;Benešov
00240877;Obec Tehov;Praha - východ
43750648;Obec Tehovec;Praha - východ
00498645;Obec Těchařovice;Příbram
64679446;Obec Těchlovice;Děčín
00269697;Obec Těchlovice;Hradec Králové
00584061;Obec Těchobuz;Pelhřimov
00279633;Obec Těchonín;Ústí nad Orlicí
00277487;Obec Telecí;Svitavy
00282677;Obec Telnice;Brno - venkov
00267074;Obec Telnice;Ústí nad Labem
00245534;Obec Temelín;České Budějovice
00512052;Obec Temešvár;Písek
00249203;Obec Těmice;Pelhřimov
00285404;Obec Těmice;Hodonín
00259128;Obec Těně;Rokycany
00636622;Obec Teplice nad Bečvou;Přerov
00573299;Obec Teplička;Karlovy Vary
00232823;Obec Teplýšovice;Benešov
00519693;Obec Terešov;Rokycany
00488461;Obec Terezín;Hodonín
00297666;Obec Těrlicko;Karviná
00282693;Obec Těšany;Brno - venkov
00637629;Obec Těšetice;Znojmo
00299545;Obec Těšetice;Olomouc
00259136;Obec Těškov;Rokycany
00535117;Obec Těškovice;Opava
00670715;Obec Těšovice;Sokolov
00250741;Obec Těšovice;Prachatice
44947917;Obec Tetčice;Brno - venkov
00578622;Obec Tetín;Jičín
00233889;Obec Tetín;Beroun
00580546;Obec Tetov;Pardubice
00667871;Obec Tchořovice;Strakonice
00298476;Obec Tichá;Nový Jičín
00232831;Obec Tichonice;Benešov
48471640;Obec Tichov;Zlín
00268372;Obec Tis;Havlíčkův Brod
00267082;Obec Tisá;Ústí nad Labem
00298484;Obec Tísek;Nový Jičín
00508420;Obec Tisem;Benešov
00235776;Obec Tismice;Kolín
00573809;Obec Tisová;Tachov
00279641;Obec Tisová;Ústí nad Orlicí
00271047;Obec Tisovec;Chrudim
00573116;Obec Tis u Blatna;Plzeň - sever
00237221;Obec Tišice;Mělník
00599883;Obec Tišnovská Nová Ves;Brno - venkov
00258385;Obec Tlučná;Plzeň - sever
00284572;Obec Tlumačov;Zlín
00253804;Obec Tlumačov;Domažlice
00233897;Obec Tlustice;Beroun
00233901;Obec Tmaň;Beroun
00509833;Obec Točník;Beroun
00243418;Obec Tochovice;Příbram
46810161;Obec Tojice;Plzeň - jih
00508349;Obec Tomice;Benešov
00368784;Obec Topolany;Vyškov
00291421;Obec Topolná;Uherské Hradiště
00235784;Obec Toušice;Kolín
00556441;Obec Toužetín;Louny
00635626;Obec Tovéř;Olomouc
00291439;Obec Traplice;Uherské Hradiště
00264504;Obec Travčice;Litoměřice
00365726;Obec Trboušany;Brno - venkov
00572209;Obec Trhanov;Domažlice
00663000;Obec Trhové Dušníky;Příbram
00284581;Obec Trnava;Zlín
00290599;Obec Trnava;Třebíč
48156931;Obec Trnávka;Pardubice
00848441;Obec Trnávka;Nový Jičín
00275433;Obec Trnov;Rychnov nad Kněžnou
00640701;Obec Trnová;Praha - západ
00258393;Obec Trnová;Plzeň - sever
00556220;Obec Trnovany;Litoměřice
00637041;Obec Trnové Pole;Znojmo
00298514;Obec Trojanovice;Nový Jičín
00271063;Obec Trojovice;Chrudim
18244122;Obec Trokavec;Rokycany
00276201;Obec Troskovice;Semily
00278351;Obec Trotina;Trutnov
00299570;Obec Troubelice;Olomouc
00302104;Obec Troubky;Přerov
00287822;Obec Troubky-Zdislavice;Kroměříž
00282723;Obec Troubsko;Brno - venkov
00580996;Obec Trpík;Ústí nad Orlicí
00277495;Obec Trpín;Svitavy
00573710;Obec Trpísty;Tachov
00268381;Obec Trpišovice;Havlíčkův Brod
00277509;Obec Trstěnice;Svitavy
00293679;Obec Trstěnice;Znojmo
00254274;Obec Trstěnice;Cheb
00299588;Obec Tršice;Olomouc
00509841;Obec Trubín;Beroun
00233935;Obec Trubská;Beroun
00667889;Obec Truskovice;Strakonice
00274429;Obec Trusnov;Pardubice
00579637;Obec Tržek;Svitavy
00576921;Obec Třanovice;Frýdek - Místek
00277517;Obec Třebařov;Svitavy
44626614;Obec Třebčice;Plzeň - jih
00667200;Obec Třebějice;Tábor
00290602;Obec Třebelovice;Třebíč
00572705;Obec Třebeň;Cheb
00545627;Obec Třebenice;Třebíč
00239852;Obec Třebestovice;Nymburk
00473375;Obec Třebešice;Benešov
00640298;Obec Třebešice;Kutná Hora
00579262;Obec Třebešov;Rychnov nad Kněžnou
00666548;Obec Třebětice;Jindřichův Hradec
00544540;Obec Třebětice;Kroměříž
00640247;Obec Třebětín;Kutná Hora
00278378;Obec Třebihošť;Trutnov
00235016;Obec Třebichovice;Kladno
00264539;Obec Třebívlice;Litoměřice
00235024;Obec Třebíz;Kladno
00272221;Obec Třebnouševes;Jičín
00244511;Obec Třeboc;Rakovník
00251933;Obec Třebohostice;Strakonice
00635481;Obec Třebom;Opava
00640107;Obec Třebonín;Kutná Hora
00580643;Obec Třebosice;Pardubice
00241741;Obec Třebotov;Praha - západ
00279650;Obec Třebovice;Ústí nad Orlicí
00235792;Obec Třebovle;Kolín
00243442;Obec Třebsko;Příbram
00235032;Obec Třebusice;Kladno
00264555;Obec Třebušín;Litoměřice
00296414;Obec Třemešná;Bruntál
00260274;Obec Třemešné;Tachov
00599166;Obec Třesov;Třebíč
00269727;Obec Třesovice;Hradec Králové
00667897;Obec Třešovice;Strakonice
42634547;Obec Třeštice;Jihlava
00635987;Obec Třeština;Šumperk
00485365;Obec Třibřichy;Chrudim
00235806;Obec Tři Dvory;Kolín
00254304;Obec Tři Sekery;Cheb
00842214;Obec Tři Studně;Žďár nad Sázavou
00272248;Obec Třtěnice;Jičín
00244520;Obec Třtice;Rakovník
00253049;Obec Tučapy;Tábor
00373583;Obec Tučapy;Vyškov
00362506;Obec Tučapy;Uherské Hradiště
00636631;Obec Tučín;Přerov
00662178;Obec Tuhaň;Mělník
00831727;Obec Tuhaň;Česká Lípa
00235041;Obec Tuchlovice;Kladno
00241750;Obec Tuchoměřice;Praha - západ
00235814;Obec Tuchoraz;Kolín
00265624;Obec Tuchořice;Louny
00235822;Obec Tuklaty;Kolín
00637050;Obec Tulešice;Znojmo
00271080;Obec Tuněchody;Chrudim
00498521;Obec Tupadly;Mělník
00236519;Obec Tupadly;Kutná Hora
00542393;Obec Tupesy;Uherské Hradiště
00274445;Obec Turkovice;Pardubice
00582867;Obec Turovec;Tábor
00636649;Obec Turovice;Přerov
00241768;Obec Tursko;Praha - západ
00272256;Obec Tuř;Jičín
00234222;Obec Tuřany;Kladno
00572811;Obec Tuřany;Cheb
00509353;Obec Tuřice;Mladá Boleslav
00663018;Obec Tušovice;Příbram
00579181;Obec Tutleky;Rychnov nad Kněžnou
49208993;Obec Tužice;Klatovy
00282731;Obec Tvarožná;Brno - venkov
00285412;Obec Tvarožná Lhota;Hodonín
00487872;Obec Tvorovice;Prostějov
00637068;Obec Tvořihráz;Znojmo
00576000;Obec Tvrdkov;Bruntál
00283631;Obec Tvrdonice;Břeclav
00250767;Obec Tvrzice;Prachatice
00573825;Obec Týček;Rokycany
00257338;Obec Tymákov;Plzeň - město
00283649;Obec Týnec;Břeclav
00573604;Obec Týnec;Klatovy
00574252;Obec Týniště;Plzeň - jih
00274461;Obec Týnišťko;Ústí nad Orlicí
00850641;Obec Týn nad Bečvou;Přerov
00272264;Obec Úbislavice;Jičín
00568759;Obec Ublo;Zlín
00572471;Obec Úboč;Domažlice
00543586;Obec Ubušínek;Žďár nad Sázavou
00262153;Obec Údlice;Chomutov
00170551;Obec Údrnice;Jičín
00636053;Obec Uhelná;Jeseník
00556459;Obec Úherce;Louny
00258601;Obec Úherce;Plzeň - sever
00283657;Obec Uherčice;Břeclav
00293709;Obec Uherčice;Znojmo
43500081;Obec Úherčice;Chrudim
00274470;Obec Uhersko;Pardubice
00272281;Obec Úhlejov;Jičín
00635421;Obec Uhlířov;Opava
00235849;Obec Uhlířská Lhota;Kolín
00640727;Obec Úholičky;Praha - západ
00235059;Obec Úhonice;Praha - západ
00580121;Obec Úhořilka;Havlíčkův Brod
00271101;Obec Úhřetice;Chrudim
00274488;Obec Úhřetická Lhota;Pardubice
00368661;Obec Uhřice;Vyškov
00287857;Obec Uhřice;Kroměříž
00281131;Obec Uhřice;Blansko
00285421;Obec Uhřice;Hodonín
00636657;Obec Uhřičice;Přerov
00842575;Obec Uhřínov;Žďár nad Sázavou
00235067;Obec Uhy;Kladno
00599891;Obec Ujčov;Žďár nad Sázavou
00637645;Obec Újezd;Znojmo
00600555;Obec Újezd;Žďár nad Sázavou
00284602;Obec Újezd;Zlín
00233951;Obec Újezd;Beroun
00299618;Obec Újezd;Olomouc
00253839;Obec Újezd;Domažlice
00542288;Obec Újezdec;Uherské Hradiště
00512745;Obec Újezdec;Jindřichův Hradec
00583138;Obec Újezdec;Prachatice
00579645;Obec Újezdec;Svitavy
00875830;Obec Újezdec;Mělník
00266639;Obec Újezdeček;Teplice
00573060;Obec Újezd nade Mží;Plzeň - sever
00272299;Obec Újezd pod Troskami;Jičín
47884665;Obec Újezd u Boskovic;Blansko
00637769;Obec Újezd u Černé Hory;Blansko
00279668;Obec Újezd u Chocně;Ústí nad Orlicí
43313817;Obec Újezd u Plánice;Klatovy
00274500;Obec Újezd u Přelouče;Pardubice
00488348;Obec Újezd u Rosic;Brno - venkov
00580597;Obec Újezd u Sezemic;Pardubice
00573884;Obec Újezd u Svatého Kříže;Rokycany
00599972;Obec Újezd u Tišnova;Brno - venkov
00509264;Obec Ujkovice;Mladá Boleslav
00667901;Obec Úlehle;Strakonice
00578631;Obec Úlibice;Jičín
00258440;Obec Úlice;Plzeň - sever
00236535;Obec Úmonín;Kutná Hora
00239861;Obec Úmyslovice;Nymburk
00293725;Obec Únanov;Znojmo
00599905;Obec Unčín;Žďár nad Sázavou
00573701;Obec Únehle;Tachov
00572462;Obec Únějovice;Domažlice
00258458;Obec Úněšov;Plzeň - sever
00574333;Obec Únětice;Plzeň - jih
00241792;Obec Únětice;Praha - západ
00667919;Obec Únice;Strakonice
00636746;Obec Unín;Brno - venkov
00488356;Obec Unkovice;Brno - venkov
00554588;Obec Úpohlavy;Litoměřice
00528986;Obec Urbanice;Hradec Králové
00580490;Obec Urbanice;Pardubice
00286788;Obec Urbanov;Jihlava
00288870;Obec Určice;Prostějov
00581909;Obec Úsilné;České Budějovice
00572535;Obec Úsilov;Domažlice
00281174;Obec Úsobrno;Blansko
00286796;Obec Ústí;Jihlava
00851825;Obec Ústí;Vsetín
00600849;Obec Ústí;Přerov
00635618;Obec Ústín;Olomouc
00667218;Obec Ústrašice;Tábor
00511269;Obec Ústrašín;Pelhřimov
49464051;Obec Ústup;Blansko
00366005;Obec Úsuší;Brno - venkov
00579653;Obec Útěchov;Svitavy
00511331;Obec Útěchovice;Pelhřimov
00511251;Obec Útěchovice pod Stražištěm;Pelhřimov
00511340;Obec Útěchovičky;Pelhřimov
00257354;Obec Útušice;Plzeň - jih
00255106;Obec Útvina;Karlovy Vary
00296422;Obec Úvalno;Bruntál
00251968;Obec Uzenice;Strakonice
00667927;Obec Uzeničky;Strakonice
00236543;Obec Úžice;Kutná Hora
00237256;Obec Úžice;Mělník
00285439;Obec Vacenovice;Hodonín
00508365;Obec Václavice;Benešov
00297330;Obec Václavovice;Ostrava - město
00296449;Obec Václavov u Bruntálu;Bruntál
00640018;Obec Václavy;Rakovník
00250783;Obec Vacov;Prachatice
00667935;Obec Vacovice;Strakonice
00275484;Obec Val;Rychnov nad Kněžnou
00667226;Obec Val;Tábor
00304352;Obec Valašská Bystřice;Vsetín
00304361;Obec Valašská Polanka;Vsetín
00635774;Obec Valašská Senice;Vsetín
00304395;Obec Valašské Příkazy;Zlín
00272311;Obec Valdice;Jičín
44065523;Obec Valdíkov;Třebíč
00290637;Obec Valeč;Třebíč
00255114;Obec Valeč;Karlovy Vary
00841838;Obec Valchov;Blansko
00555967;Obec Valkeřice;Děčín
00576034;Obec Valšov;Bruntál
00637653;Obec Valtrovice;Znojmo
00274526;Obec Valy;Pardubice
00572781;Obec Valy;Cheb
42634539;Obec Vanov;Jihlava
00281191;Obec Vanovice;Blansko
42634571;Obec Vanůvek;Jihlava
00542334;Obec Vápenice;Uherské Hradiště
00303526;Obec Vápenná;Jeseník
00271110;Obec Vápenný Podol;Chrudim
00274534;Obec Vápno;Pardubice
00373958;Obec Vápovice;Jihlava
00512001;Obec Varvažov;Písek
00842362;Obec Vatín;Žďár nad Sázavou
00281204;Obec Vavřinec;Blansko
00236551;Obec Vavřinec;Kutná Hora
00636681;Obec Vážany;Blansko
00373591;Obec Vážany;Vyškov
00542318;Obec Vážany;Uherské Hradiště
00368725;Obec Vážany nad Litavou;Vyškov
00245607;Obec Včelná;České Budějovice
00511196;Obec Včelnička;Pelhřimov
00295621;Obec Věcov;Žďár nad Sázavou
00264598;Obec Vědomice;Litoměřice
00293741;Obec Vedrovice;Znojmo
00842184;Obec Věchnov;Žďár nad Sázavou
